text,category,category_weight,urgency_score,priority_score,label
I want to find a study buddy for one of my harder modules because studying alone for it is not working as well and I think working with someone else would help,Academic Guidance,2,0.15,2.15,low
my printer credit ran out and i had to submit a physical document and had to ask a friend to print it for me which was a bit stressful but it worked out,Academic Stress,2,0.15,2.15,low
my alarm did not go off this morning and i missed the first twenty minutes of a lecture and while i was annoyed i was able to get the notes from a classmate and catch up quickly,Academic Stress,2,0.15,2.15,low
i forgot to bring my notes to a tutorial and had to participate from memory which was uncomfortable but i made it through and it reminded me to be more organized,Academic Stress,2,0.15,2.15,low
my student discount on transport expired and I need to renew it but the queue at the transport office has been very long every time I have tried to go,Academic Stress,2,0.15,2.15,low
i have been meaning to visit the writing centre for help with my academic writing but i keep postponing it because i tell myself i dont have time even though i know i should go,Academic Guidance,2,0.15,2.15,low
my submission portal was slow this morning and i panicked but the assignment uploaded successfully before the deadline and everything is fine,Academic Stress,2,0.15,2.15,low
i feel a bit lost about which career direction to pursue after my degree but i am in second year so i know i have time and i am not panicking just curious about my options,Academic Guidance,2,0.15,2.15,low
i feel slightly bored in one of my modules because the content covers things i already know well and i would like to know if there is a way to challenge or extend myself further,Academic Stress,2,0.15,2.15,low
i have been trying to read more broadly outside of my curriculum to build my general knowledge and i am looking for recommendations on where to start,Academic Guidance,2,0.14,2.14,low
my campus navigation app keeps directing me to the wrong building and I have been late to two sessions because of it and I need to figure out how to update the map,Academic Stress,2,0.14,2.14,low
I feel like I am not using the university resources as well as I could be and I would like to know more about what academic and personal support services are actually available,Academic Guidance,2,0.14,2.14,low
I want to ask my lecturer a question but they have very limited office hours and I am not sure whether to email or wait for the next session,Academic Guidance,2,0.14,2.14,low
my timetable has a two hour gap on wednesday afternoons that i have not been using productively and i want to make better use of that time,Academic Stress,2,0.14,2.14,low
i lost my student card and need to know the fastest way to get a replacement so i can access the library and labs again,Academic Guidance,2,0.14,2.14,low
my headphones broke and studying in noisy environments is harder without them but i am managing with the quieter parts of the library for now,Academic Stress,2,0.14,2.14,low
i need to renew my library card and i am not sure of the process since the system changed earlier this year,Academic Guidance,2,0.13,2.13,low
i want to start going to the gym on campus but i do not know what facilities are available or how to access them as a student,Student Life,2,0.13,2.13,low
i would like to know how to volunteer as a peer note-taker for a student with a disability and whether this can count toward my co-curricular record,Student Life,2,0.13,2.13,low
I want to find out more about wellness programs offered on campus.,Mental Health,2,0.17,2.17,neutral
What support is available for international students on campus?,Academic Guidance,2,0.16,2.16,neutral
I would like to know what internships are available for my field.,Career Services,2,0.15,2.15,neutral
How do I request a study permit extension as an international student?,Academic Guidance,2,0.15,2.15,neutral
I am looking for information about the university's counseling and psychological services including how to book a session and whether there is a cost involved,Mental Health,2,0.15,2.15,neutral
I need help understanding what plagiarism means and how to avoid it.,Academic Guidance,2,0.14,2.14,neutral
What are the requirements for the postgraduate diploma program?,Academic Guidance,2,0.14,2.14,neutral
I would like information about the university's policy on requesting a deferral due to medical reasons and what documentation is typically required to support such a request,Academic Guidance,2,0.14,2.14,neutral
Can you explain how credit transfers work if I completed part of my degree at another institution and want to continue here without repeating modules I have already passed,Academic Guidance,2,0.14,2.14,neutral
can you tell me what options are available for students who need to take a leave of absence for personal or medical reasons and what the process is for returning afterwards,Academic Guidance,2,0.14,2.14,neutral
what support services does the university offer for students who are first generation university students and who may not be familiar with how the system works,Academic Guidance,2,0.14,2.14,neutral
what are the rules around bringing a support person or service animal to the campus and are there any forms that need to be completed in advance,Disability Support,2,0.14,2.14,neutral
I am a returning student after a three year break and I would like to know what I need to do to re-register and whether my previous credits will still be recognised,Academic Guidance,2,0.14,2.14,neutral
I want to understand the process for applying for graduation and what requirements need to be met before I can be considered for a degree conferral,Academic Guidance,2,0.14,2.14,neutral
I need information about the summer school program offered by the university including what modules are available the costs involved and how to register for it,Academic Guidance,2,0.14,2.14,neutral
I want to know if the university has a food bank or similar emergency food resource for students experiencing short-term financial difficulty,Financial Aid,2,0.14,2.14,neutral
can you tell me whether the university has a quiet room or sensory room available for students who need a low-stimulation space during the day,Disability Support,2,0.14,2.14,neutral
I would like to know whether the university offers any childcare facilities or subsidies for student parents who need care for young children during class hours,Student Life,2,0.14,2.14,neutral
I would like to know whether the university has a peer support network for students experiencing mental health challenges and how to access it,Mental Health,2,0.14,2.14,neutral
what is the procedure for arranging alternative assessment conditions for a student who experiences a medical emergency immediately before or during an exam,Academic Guidance,2,0.14,2.14,neutral
I want to know whether I can request to complete my degree part time due to personal circumstances and whether this affects my financial aid eligibility,Academic Guidance,2,0.14,2.14,neutral
Can I get more information on how the academic appeals process works?,Academic Guidance,2,0.13,2.13,neutral
I would like to book an appointment with a financial aid advisor.,Financial Aid,2,0.13,2.13,neutral
I would like to understand how the university's academic exclusion policy works and under what circumstances a student can appeal an exclusion decision successfully,Academic Guidance,2,0.13,2.13,neutral
I am interested in applying for a postgraduate research grant and I would like to know what the eligibility criteria are and when the next application cycle opens,Financial Aid,2,0.13,2.13,neutral
I need to know what the university's policy is on regrading or remarking assessments when a student believes there was an error in the marking,Academic Guidance,2,0.13,2.13,neutral
I want to know how to access the online career services portal and what kinds of services are available for final year students looking for graduate employment opportunities,Career Services,2,0.13,2.13,neutral
can you please explain how the examination timetable is released and where students can access it and whether it is possible to request an alternative exam time due to a clash,Academic Guidance,2,0.13,2.13,neutral
I would like guidance on how to write a professional email to a lecturer requesting an extension on an assignment due to personal circumstances,Academic Guidance,2,0.13,2.13,neutral
i want to know if the university offers free legal advice or a student legal clinic for students dealing with housing disputes or contract issues with landlords,Academic Guidance,2,0.13,2.13,neutral
what resources are available for students who want to improve their academic writing skills specifically around structure argumentation and citation practices,Academic Guidance,2,0.13,2.13,neutral
I would like to know what happens to my registration status if I do not pay my fees by the due date and whether there is a grace period or payment plan option available,Financial Aid,2,0.13,2.13,neutral
can you explain how the university's language support services work and whether there are writing consultants available to help non-native English speakers with academic assignments,Academic Guidance,2,0.13,2.13,neutral
I am looking for information about health insurance options for students who are not covered by their parents' medical aid or any employer scheme,Student Life,2,0.13,2.13,neutral
what options are available for students who want to pursue entrepreneurship or start a business while studying and is there a student entrepreneurship hub on campus,Career Services,2,0.13,2.13,neutral
I would like to know how to apply for a readmission after being academically excluded and what the standard requirements and timeline for such applications are,Academic Guidance,2,0.13,2.13,neutral
I want to understand how the university's grievance procedure works for students who feel they have been treated unfairly by a member of academic staff,Academic Guidance,2,0.13,2.13,neutral
can you tell me what the policy is on rescheduling a test due to a religious observance and whether this is handled by the faculty or the central examinations office,Academic Guidance,2,0.13,2.13,neutral
I would like information about the university's policy on mental health days and whether students can take them without it affecting their attendance record,Mental Health,2,0.13,2.13,neutral
I want to know whether work done during a university-accredited internship can count toward my degree credits and how I would go about arranging this,Academic Guidance,2,0.13,2.13,neutral
can you point me to resources on how to prepare for a postgraduate entrance interview and what committees typically look for in a successful candidate,Academic Guidance,2,0.13,2.13,neutral
what support does the university offer to students who are also caregivers for family members and who face additional time constraints as a result,Academic Guidance,2,0.13,2.13,neutral
can you explain how the university handles grade disputes in the case of a practical or performance-based assessment where marking is more subjective,Academic Guidance,2,0.13,2.13,neutral
what are the university's rules around students recording lectures for personal academic use and does a lecturer have the right to refuse permission,Academic Guidance,2,0.13,2.13,neutral
I want to know whether there is a university policy that protects students from being disadvantaged academically as a result of participating in officially sanctioned university sport,Student Life,2,0.13,2.13,neutral
I would like guidance on how to find and apply for postdoctoral research positions after completing my doctorate and what the typical timeline looks like,Career Services,2,0.13,2.13,neutral
I want to know what the rules are around bringing a support person such as a parent or partner to an academic disciplinary hearing,Academic Guidance,2,0.13,2.13,neutral
can you explain what the process is for a student who wants to report a concern about another student's welfare anonymously,Academic Guidance,2,0.13,2.13,neutral
what documentation does a student need to provide when applying for a fee payment plan and how many installments are typically allowed,Financial Aid,2,0.13,2.13,neutral
what is the protocol for a student who has missed a final exam due to a documented emergency and needs to apply for a deferred examination,Academic Guidance,2,0.13,2.13,neutral
I want to know how to get involved in community service programs.,Student Life,2,0.12,2.12,neutral
How do I access the e-learning platform from off campus?,Academic Guidance,2,0.12,2.12,neutral
Can you please explain the difference between a distinction pass and a merit pass in a postgraduate qualification and what GPA is required for each,Academic Guidance,2,0.12,2.12,neutral
what are the steps to formally change my academic supervisor during a postgraduate degree and is this something the department or the faculty handles,Academic Guidance,2,0.12,2.12,neutral
What is the process for registering a student organization or society on campus and what are the requirements around membership numbers and faculty advisors,Student Life,2,0.12,2.12,neutral
what documentation do I need to provide to update my banking details for financial aid payments and how long does it usually take for the changes to reflect,Financial Aid,2,0.12,2.12,neutral
I am interested in applying for a residence position as a student leader next year and I would like to know what the application process involves and what qualities they look for,Student Life,2,0.12,2.12,neutral
can you help me understand how to read and interpret my academic transcript and what the different codes next to each module result mean,Academic Guidance,2,0.12,2.12,neutral
I would like to know how to access the sports and recreation facilities on campus and whether there is a membership fee or if it is included in the student fee structure,Student Life,2,0.12,2.12,neutral
can you point me to where i can find information about the university's policy on gender-neutral bathrooms and inclusive facilities for transgender students,Student Life,2,0.12,2.12,neutral
what is the best way to find out about part time job opportunities on campus that are open to students and flexible enough to work around lecture timetables,Career Services,2,0.12,2.12,neutral
what financial planning resources or workshops does the university offer to help students manage their budgets and student loans effectively,Financial Aid,2,0.12,2.12,neutral
can you tell me how to contact the international students office and what services they provide specifically for students who are studying away from their home country,Academic Guidance,2,0.12,2.12,neutral
can you explain what an NQF level is and how it determines whether my qualification is recognised for certain career paths and postgraduate programs,Academic Guidance,2,0.12,2.12,neutral
what is the difference between a full bursary and a partial bursary at this institution and how does each one affect the amount a student still needs to pay,Financial Aid,2,0.12,2.12,neutral
what is the process for verifying my enrollment status for the purpose of a bank loan or insurance application and how long does the letter of enrollment take to be issued,Academic Guidance,2,0.12,2.12,neutral
what are the requirements for applying to do a double major and how does the credit workload differ from a single major degree,Academic Guidance,2,0.12,2.12,neutral
I want to know how to access the university's alumni network and what resources it offers to current final-year students looking to connect with professionals,Career Services,2,0.12,2.12,neutral
what resources are available for students who want to improve their public speaking and presentation skills for academic and professional contexts,Academic Guidance,2,0.12,2.12,neutral
I want to understand what a co-curricular record is and how I can build one during my undergraduate years to strengthen future applications,Student Life,2,0.12,2.12,neutral
what is the difference between a supplementary exam and a special exam and under what circumstances would a student be eligible for each,Academic Guidance,2,0.12,2.12,neutral
can you explain how cross-institutional modules work and whether credits earned through another institution can be included in my degree at this university,Academic Guidance,2,0.12,2.12,neutral
can you tell me how the university handles personal data submitted through student welfare forms and who has access to the information provided,Academic Guidance,2,0.12,2.12,neutral
what financial assistance is available for students who need to travel to conferences to present their research and how far in advance must applications be submitted,Financial Aid,2,0.12,2.12,neutral
what are the university's requirements for a student to be admitted to a medical school after completing an undergraduate science degree at this institution,Academic Guidance,2,0.12,2.12,neutral
what is the university's policy on the use of artificial intelligence tools in assignments and does it differ by faculty or module,Academic Guidance,2,0.12,2.12,neutral
I want to understand how the university's attendance policy applies to students who participate in national or international sporting competitions,Student Life,2,0.12,2.12,neutral
I would like to know whether the university offers any support for students who want to start a social enterprise or non-profit organisation as a student project,Student Life,2,0.12,2.12,neutral
where can i find the official guidelines for writing and formatting a research proposal for a masters by dissertation program at this institution,Academic Guidance,2,0.11,2.11,neutral
i would like to know if there is a peer tutoring or academic mentoring program available for first year students and how i can access it,Academic Guidance,2,0.11,2.11,neutral
I would like to know what the university's policy is around academic integrity and specifically what constitutes plagiarism in collaborative assignments,Academic Guidance,2,0.11,2.11,neutral
I want to find out more about volunteer opportunities on campus or in the surrounding community that are open to students who want to give back while at university,Student Life,2,0.11,2.11,neutral
Can you explain what the difference is between a semester module and a year module and how each one appears on my academic record,Academic Guidance,2,0.11,2.11,neutral
I would like to know how to request a letter of good standing from the university and how long it typically takes to be issued and what it can be used for,Academic Guidance,2,0.11,2.11,neutral
I want to know about the process for applying for an honorary distinction or recognition for academic achievement at the end of my undergraduate degree,Academic Guidance,2,0.11,2.11,neutral
can you help me understand the difference between a faculty and a department and how the academic governance structure of the university is organised,Academic Guidance,2,0.11,2.11,neutral
I would like to know whether students are allowed to request that their academic records not be shared with certain third parties including family members,Academic Guidance,2,0.11,2.11,neutral
can you explain how the university calculates academic standing and what the minimum requirements are to be considered in good academic standing,Academic Guidance,2,0.11,2.11,neutral
I would like to know the process for formally withdrawing from a module without academic penalty and what the deadline is for doing so this semester,Academic Guidance,2,0.11,2.11,neutral
what is the standard protocol for a student who witnesses academic misconduct by another student and wants to report it anonymously,Academic Guidance,2,0.11,2.11,neutral
can you tell me how the process works for submitting a formal complaint about a university service that has been consistently poor and unresponsive,Academic Guidance,2,0.11,2.11,neutral
can you explain how to calculate the minimum mark I need in my final exam to pass a module given my current semester mark and the weighting of each component,Academic Guidance,2,0.11,2.11,neutral
can you tell me how to request a change to my registered module after the add-drop period has closed and under what circumstances exceptions are made,Academic Guidance,2,0.11,2.11,neutral
what digital tools and software licenses are available for free to registered students and how do I access them through the university portal,Academic Guidance,2,0.11,2.11,neutral
can you explain the difference between a module mark a year mark and a final assessment mark and how they combine to produce the final module result,Academic Guidance,2,0.11,2.11,neutral
can you tell me how to find out whether a specific module I want to take as an elective has prerequisites and whether I meet them with my current academic background,Academic Guidance,2,0.11,2.11,neutral
I would like to know how to formally request that a module be offered in a different format such as online or hybrid due to personal constraints,Academic Guidance,2,0.11,2.11,neutral
can you explain how the process works for students who wish to publish research they conducted during their undergraduate degree,Academic Guidance,2,0.11,2.11,neutral
How do I join a student society or club?,Mental Health,2,0.2,2.0,neutral
I want to know how to request a letter of good standing.,Career Services,2,0.2,2.0,neutral
I need information about student housing options.,Academic Guidance,2,0.18,1.88,neutral
How do I get a certified copy of my academic transcript?,Mental Health,2,0.19,1.88,neutral
How do I contact the student representative council?,Career Services,2,0.18,1.8,neutral
I want to know how to access free mental health resources.,Student Life,2,0.17,1.72,neutral
What are the rules around academic integrity?,Student Life,2,0.17,1.72,neutral
Can you help me understand the academic calendar?,Academic Guidance,2,0.15,1.7,neutral
What are the rules for submitting late assignments?,Career Services,2,0.16,1.68,neutral
What is the process for appealing a grade?,Housing Information,2,0.16,1.64,neutral
Can I change my major in second year?,Academic Guidance,2,0.14,1.6,neutral
What career services does the university offer?,Academic Guidance,2,0.15,1.6,neutral
I want to know about exchange programs abroad.,Financial Aid,2,0.14,1.6,neutral
What documents do I need to update my contact details?,Academic Guidance,2,0.15,1.6,neutral
This system is useless hahaha.,Academic Guidance,2,0.14,1.6,neutral
I would like to know more about the tutoring program.,Academic Guidance,2,0.13,1.56,neutral
I need help writing my CV for an internship application.,Academic Guidance,2,0.13,1.56,neutral
Where can I find past exam papers for revision?,Academic Guidance,2,0.13,1.56,neutral
I am submitting this for fun only.,Academic Guidance,2,0.13,1.56,neutral
I would like to know the library borrowing rules.,Financial Aid,2,0.12,1.52,neutral
How do I apply for a gap year deferral?,Academic Guidance,2,0.12,1.52,neutral
I would like tips for preparing for job interviews.,Academic Guidance,2,0.12,1.52,neutral
asdfghjkl random text message.,Academic Guidance,2,0.12,1.52,neutral
What are the requirements for graduating with distinction?,Academic Guidance,2,0.11,1.44,neutral
What bursaries are available for postgraduate students?,Academic Guidance,2,0.11,1.44,neutral
I need help setting up my university email account.,Academic Guidance,2,0.11,1.44,neutral
Nobody here helps students anyway.,Academic Guidance,2,0.11,1.44,neutral
How do I apply for a supplementary exam?,Academic Guidance,2,0.1,1.4,neutral
Can you explain how the student portal works?,Academic Guidance,2,0.1,1.4,neutral
You people are stupid.,Academic Guidance,2,0.1,1.4,neutral
Testing 1 2 3.,Spam,0,0.05,0.3,spam
Hello world.,Spam,0,0.05,0.3,spam
I just wanted to see what happens if I press submit.,Spam,0,0.04,0.24,spam
This is a test entry please ignore.,Spam,0,0.04,0.24,spam
If you reply I will be shocked.,Spam,0,0.04,0.24,spam
My dog ate my homework literally.,Spam,0,0.04,0.24,spam
This is not a real submission at all.,Spam,0,0.04,0.24,spam
lol this is a joke form.,Spam,0,0.03,0.18,spam
Why bother filling this in.,Spam,0,0.03,0.18,spam
Copy paste copy paste copy paste.,Spam,0,0.03,0.18,spam
Submit submit submit submit.,Spam,0,0.03,0.18,spam
Error 404 student not found.,Spam,0,0.03,0.18,spam
I am writing this from the future.,Spam,0,0.03,0.18,spam
Just ignore this completely.,Spam,0,0.03,0.18,spam
this form is stupid and so is the person reading it no offense,Spam,0,0.03,0.18,spam
i dont have any problems and i think this form is a waste of time but i filled it in anyway,Spam,0,0.03,0.18,spam
please add more plug points in the library this is my only real concern truly,Spam,0,0.03,0.18,spam
qwerty uiop asdf ghjkl zxcv bnm.,Spam,0,0.02,0.12,spam
This portal is trash.,Spam,0,0.02,0.12,spam
Hahaha I dare someone to call me.,Spam,0,0.02,0.12,spam
I just ate a sandwich it was great.,Spam,0,0.02,0.12,spam
I found ten rand on the floor today yay.,Spam,0,0.02,0.12,spam
Fake emergency haha got you.,Spam,0,0.02,0.12,spam
I do not have a problem I just clicked by accident.,Spam,0,0.02,0.12,spam
Please send me a pizza.,Spam,0,0.02,0.12,spam
Stop asking me how I feel.,Spam,0,0.02,0.12,spam
🙃🙃🙃🙃🙃🙃🙃🙃🙃.,Spam,0,0.02,0.12,spam
Lorem ipsum dolor sit amet.,Spam,0,0.02,0.12,spam
lmao this website doesnt even work properly.,Spam,0,0.02,0.12,spam
this is clearly a fake emergency hahaha.,Spam,0,0.02,0.12,spam
no problems here just vibing.,Spam,0,0.02,0.12,spam
i submitted this last week already stop emailing me.,Spam,0,0.02,0.12,spam
i have no problems everything is great bye,Spam,0,0.02,0.12,spam
my problem is that I am too smart for this university lol,Spam,0,0.02,0.12,spam
nothing here move along nothing to see nothing to report all good bye,Spam,0,0.02,0.12,spam
please send me money I am a Nigerian prince just kidding lol,Spam,0,0.02,0.12,spam
i am submitting this to see if anyone actually reads it if you do please email me to confirm,Spam,0,0.02,0.12,spam
bruh this form is so long who has time for this,Spam,0,0.02,0.12,spam
my lecturer is a lizard person and that is my concern for today thank you,Spam,0,0.02,0.12,spam
the cafeteria ran out of chicken today and that is the biggest problem i have faced this year,Spam,0,0.02,0.12,spam
if you reply to this i will be genuinely shocked please prove me wrong,Spam,0,0.02,0.12,spam
URGENT URGENT URGENT i need more ketchup packets in the cafeteria please escalate immediately,Spam,0,0.02,0.12,spam
my academic problem is that i keep forgetting that university is not netflix,Spam,0,0.02,0.12,spam
i am doing this for a class exercise to test whether the system works apparently,Spam,0,0.02,0.12,spam
i need help with my existential dread about the inevitable heat death of the universe,Spam,0,0.02,0.12,spam
I accidentally submitted this form seventeen times already please delete the duplicates thanks,Spam,0,0.02,0.12,spam
i am hungry but that is not the university's problem it is my own fault for not packing lunch,Spam,0,0.02,0.12,spam
can someone tell the person in lecture hall B to stop eating chips so loudly it is genuinely a problem,Spam,0,0.02,0.12,spam
i have been waiting for someone to ask how i am doing for three years and now that there is a form i dont know what to say so i am saying nothing basically,Spam,0,0.02,0.12,spam
everything is fine nothing is fine it depends on the day honestly i dont know why i am typing this,Spam,0,0.02,0.12,spam
i dont know what this form is for but i filled it in because procrastinating on studying is my sport,Spam,0,0.02,0.12,spam
my stress level is a solid seven out of ten but i think that is just being alive so no action needed,Spam,0,0.02,0.12,spam
the wifi password in block c is wrong again for the fourth time this semester kindly fix thanks,Spam,0,0.02,0.12,spam
i submitted this to win a bet with my roommate who said nobody reads these messages so hi if you are reading,Spam,0,0.02,0.12,spam
no thoughts head empty literally nothing to report here today or any day,Spam,0,0.02,0.12,spam
I am here because the queue for the financial aid office was too long so I decided to fill in forms instead,Spam,0,0.02,0.12,spam
send help. just kidding. or am i. no i am. everything is fine. goodbye.,Spam,0,0.02,0.12,spam
the pigeon that lives outside the library is more helpful than the IT department and that is my formal complaint,Spam,0,0.02,0.12,spam
this is a certified bruh moment nothing more nothing less please proceed,Spam,0,0.02,0.12,spam
I am submitting this as part of a social experiment to test response time. Day 47: no response yet.,Spam,0,0.02,0.12,spam
I would like to report that I am doing absolutely fine and I resent being asked to prove it on a form,Spam,0,0.02,0.12,spam
I am practicing my typing speed and this form was convenient. Current speed: 47 wpm. Thank you for your service.,Spam,0,0.02,0.12,spam
my problem is that this form does not have a dark mode option and that is all i have to say,Spam,0,0.02,0.12,spam
AAAAAAAAAA.,Spam,0,0.01,0.06,spam
Blah blah blah nobody reads these.,Spam,0,0.01,0.06,spam
I hate this university and everything about it.,Spam,0,0.01,0.06,spam
You are all useless administrators.,Spam,0,0.01,0.06,spam
My cat's name is Fluffy and she is adorable.,Spam,0,0.01,0.06,spam
The sky is blue and grass is green obviously.,Spam,0,0.01,0.06,spam
ndnjdnjdnjdnjdnj idk what this is.,Spam,0,0.01,0.06,spam
This website smells funny.,Spam,0,0.01,0.06,spam
Nothing to see here move along.,Spam,0,0.01,0.06,spam
I am a robot beep boop.,Spam,0,0.01,0.06,spam
I am testing the system for a class assignment.,Spam,0,0.01,0.06,spam
This is clearly not a real submission.,Spam,0,0.01,0.06,spam
Out of office auto-reply.,Spam,0,0.01,0.06,spam
I clicked submit by mistake sorry.,Spam,0,0.01,0.06,spam
I have nothing to report today bye.,Spam,0,0.01,0.06,spam
i dont know why im even filling this in honestly.,Spam,0,0.01,0.06,spam
nothing nothing nothing nothing.,Spam,0,0.01,0.06,spam
i am just pressing keys fjdksajfkldsajflksd.,Spam,0,0.01,0.06,spam
my imaginary friend has a problem.,Spam,0,0.01,0.06,spam
test test is this thing on.,Spam,0,0.01,0.06,spam
zzzzzzzzzzzzzzzzzzzzzzzzzzz.,Spam,0,0.01,0.06,spam
hahahahaha this is so funny why do they even have this form,Spam,0,0.01,0.06,spam
dkfjsdkfjsdkfj dkfj dkfj dkfj,Spam,0,0.01,0.06,spam
i just wanted to say hi to whoever reads these,Spam,0,0.01,0.06,spam
testing testing is this thing on can anyone hear me,Spam,0,0.01,0.06,spam
i submit this on behalf of my invisible friend who has no problems,Spam,0,0.01,0.06,spam
123456789 abcdefghijklmnopqrstuvwxyz that is all I have to say,Spam,0,0.01,0.06,spam
i clicked on the wrong tab and now I am here so I may as well say something,Spam,0,0.01,0.06,spam
everything is fine I just like filling in forms it is a hobby of mine honestly,Spam,0,0.01,0.06,spam
i have been attending the wrong university for three years and only just realised haha,Spam,0,0.01,0.06,spam
i am writing this from the year 2087 and i can tell you everything works out fine,Spam,0,0.01,0.06,spam
my cat keeps walking on my keyboard and submitting things sdfkjhsdkjfhsdkjfh that was her just now,Spam,0,0.01,0.06,spam
i am a bot beep boop error 404 student welfare not found beep boop,Spam,0,0.01,0.06,spam
sdlkfjsdlkjf lkdsf jlkdsf jlkdsj flkdsj flksdj flksdj flk sdflksdj,Spam,0,0.01,0.06,spam
this is my submission i have nothing to add thank you for your time goodbye,Spam,0,0.01,0.06,spam
my boyfriend broke up with me three years ago and I still think about it sometimes anyway byeee,Spam,0,0.01,0.06,spam
HAHAHAHAHAHAHAHA okay I am done have a good day whoever you are,Spam,0,0.01,0.06,spam
i am conducting unofficial research into how long it takes this form to be read average guess three weeks,Spam,0,0.01,0.06,spam
my goldfish died last week and I am using this form as therapy i hope that is okay,Spam,0,0.01,0.06,spam
my only complaint is that there are not enough hours in the day which is a physics problem not a university problem so i dont expect you to fix it,Spam,0,0.01,0.06,spam
hi hello how are you i am fine thanks for asking not that you asked but anyway,Spam,0,0.01,0.06,spam
i ran out of things to say at number three but kept going anyway you are welcome,Spam,0,0.01,0.06,spam
okay so i lied earlier i do have one problem which is that i have no problems and that feels suspicious,Spam,0,0.01,0.06,spam
this is spam and I know it is spam and you know it is spam and yet here we both are,Spam,0,0.01,0.06,spam
if i had a real problem i would not use this form i would call my mother so no concerns today,Spam,0,0.01,0.06,spam
autoresponder test do not reply unless you are a real person in which case hello how was your day,Spam,0,0.01,0.06,spam
i filled this in three times by accident please only count one of them whichever one you like,Spam,0,0.01,0.06,spam
jkjkjkjkjkjkjk lmao sorry wrong tab,Spam,0,0.01,0.06,spam
my problem is that I cannot decide between two types of coffee and that is genuinely my biggest issue right now,Spam,0,0.01,0.06,spam
nope nope nope nope nope nothing here move it along nothing at all,Spam,0,0.01,0.06,spam
i opened this page by accident when i was trying to find the exam timetable apologies for wasting your time,Spam,0,0.01,0.06,spam
zzzzzzzzzz i fell asleep filling this in and my face hit the keyboard nnnnnnnnnnnnnnnnnn,Spam,0,0.01,0.06,spam
I genuinely have nothing to report but the form required at least one character so here we are,Spam,0,0.01,0.06,spam
good morning afternoon evening whenever you are reading this I hope your day is going well mine is average,Spam,0,0.01,0.06,spam
everything at this university is great except the parking but that is a universal constant and cannot be fixed,Spam,0,0.01,0.06,spam
fkdjsahflkdsjahflkjsdhafksdjhafksjdhfaksjdhfkajsdhf keyboard smash nothing to see here,Spam,0,0.01,0.06,spam
my only problem is that this form is very long and nobody warned me before I started filling it in,Spam,0,0.01,0.06,spam
absolutely nothing is wrong and I think that should be celebrated rather than treated with suspicion goodbye,Spam,0,0.01,0.06,spam
i have submitted this form on behalf of my future self who may one day have a problem but does not yet,Spam,0,0.01,0.06,spam
pressing submit now to see what colour the confirmation screen is purely out of curiosity,Spam,0,0.01,0.06,spam
i accidentally opened this page seventeen times and filled it in three of those times on purpose and this is one of them,Spam,0,0.01,0.06,spam
greetings from someone with absolutely nothing to report today or any foreseeable day in the near future thank you,Spam,0,0.01,0.06,spam
i am submitting blank because the placeholder text said your message here and i thought that was a suggestion,Spam,0,0.01,0.06,spam
my feedback is that the submit button is green and i prefer blue but i understand budget constraints,Spam,0,0.01,0.06,spam
